t_s,n_m,e_m,alt_m,yaw_deg
157.92269550007768,-17.273,-3.428,0.0,155.49
158.02340840012766,-17.273,-3.428,0.0,155.49
158.1244078001473,-17.273,-3.428,0.0,155.49
158.22551490017213,-17.273,-3.428,0.0,155.49
158.3266090999823,-17.273,-3.428,0.0,155.49
158.42731800000183,-17.273,-3.428,0.0,155.49
158.5281422000844,-17.273,-3.428,0.0,155.49
158.63242659997195,-17.273,-3.428,0.0,155.49
158.73850019997917,-17.273,-3.428,0.0,155.49
158.8396672999952,-17.273,-3.428,0.0,155.49
158.94123720005155,-17.273,-3.428,0.0,155.49
159.04215360013768,-17.273,-3.428,0.0,155.49
159.14311600010842,-17.273,-3.428,0.0,155.49
159.2442493000999,-17.273,-3.428,0.0,155.49
159.34538169996813,-17.273,-3.428,0.0,155.49
159.4466600001324,-17.273,-3.428,0.0,155.49
159.5475638001226,-17.273,-3.428,0.0,155.49
159.6485920001287,-17.273,-3.428,0.0,155.49
159.74975720001385,-17.273,-3.428,0.0,155.49
159.85061910003424,-17.273,-3.428,0.0,155.49
159.9515742000658,-17.273,-3.428,0.0,155.49
160.0525326000061,-17.273,-3.428,0.0,155.49
160.15527610015124,-17.273,-3.428,0.0,155.49
160.26085059996694,-17.273,-3.428,0.0,155.49
160.36182920006104,-17.273,-3.428,0.0,155.49
160.46342030004598,-17.273,-3.428,0.0,155.49
160.56453040009364,-17.273,-3.428,0.0,155.49
160.66621810011566,-17.273,-3.428,0.0,155.49
160.76865150011145,-17.273,-3.428,0.0,155.49
160.8705180999823,-17.273,-3.428,0.0,155.49
160.97304309997708,-17.273,-3.428,0.0,155.49
161.0747740000952,-17.273,-3.428,0.0,155.49
161.1774436000269,-17.273,-3.428,0.0,155.49
161.28785199997947,-17.273,-3.428,0.0,155.49
161.38897119998,-17.273,-3.428,0.0,155.49
161.49203029996715,-17.273,-3.428,0.0,155.49
161.59280660003424,-17.273,-3.428,0.0,155.49
161.6961205000989,-17.273,-3.428,0.0,155.49
161.79878360009752,-17.273,-3.428,0.0,155.49
161.89996690000407,-17.273,-3.428,0.0,155.49
162.00291309994645,-17.273,-3.428,0.0,155.49
162.10523710004054,-17.273,-3.428,0.0,155.49
162.2075366000645,-17.273,-3.428,0.0,155.49
162.3115554000251,-17.273,-3.428,0.0,155.49
162.41504610003904,-17.273,-3.428,0.0,155.49
162.5185380000621,-17.273,-3.428,0.0,155.49
162.6215270999819,-17.273,-3.428,0.0,155.49
162.73010309995152,-17.273,-3.428,0.0,155.49
162.8349039000459,-17.273,-3.428,0.0,155.49
162.94135050009936,-17.273,-3.428,0.0,155.49
163.04936229996383,-17.273,-3.428,0.0,155.49
163.1596298001241,-17.273,-3.428,0.0,155.49
163.27507130010054,-17.273,-3.428,0.0,155.49
163.37972530000843,-17.273,-3.428,0.0,155.49
163.48383809998631,-17.273,-3.428,0.0,155.49
163.58834100002423,-17.273,-3.428,0.0,155.49
163.6924197000917,-17.273,-3.428,0.0,155.49
163.8049651000183,-17.273,-3.428,0.0,155.49
163.91013310011476,-17.273,-3.428,0.0,155.49
164.01957620005123,-17.273,-3.428,0.0,155.49
164.1253778000828,-17.273,-3.428,0.0,155.49
164.2432336001657,-17.273,-3.428,0.0,155.49
164.34797740005888,-17.273,-3.428,0.0,155.49
164.45894240005873,-17.273,-3.428,0.0,155.49
164.57007100014016,-17.273,-3.428,0.0,155.49
164.6750579001382,-17.273,-3.428,0.0,155.49
164.78102029999718,-17.273,-3.428,0.0,155.49
164.89269879995845,-17.273,-3.428,0.0,155.49
164.99847019999288,-17.273,-3.428,0.0,155.49
165.1137545001693,-17.273,-3.428,0.0,155.49
165.24159260001034,-17.273,-3.428,0.0,155.49
165.3711952001322,-17.273,-3.428,0.0,155.49
165.4970913999714,-17.273,-3.428,0.0,155.49
165.60743910004385,-17.273,-3.428,0.0,155.49
165.72985720005818,-17.273,-3.428,0.0,155.49
165.85227100015618,-17.273,-3.428,0.0,155.49
165.95740399998613,-17.273,-3.428,0.0,155.49
166.08987620007247,-17.273,-3.428,0.0,155.49
166.19358379999176,-17.273,-3.428,0.0,155.49
166.29650519997813,-17.273,-3.428,0.0,155.49
166.40586000005715,-17.273,-3.428,0.0,155.49
166.51059320010245,-17.273,-3.428,0.0,155.49
166.61846600007266,-17.273,-3.428,0.0,155.49
166.734473900171,-17.273,-3.428,0.0,155.49
166.84421689994633,-17.273,-3.428,0.0,155.49
166.95250260015018,-17.273,-3.428,0.0,155.49
167.05581469996832,-17.273,-3.428,0.0,155.49
167.16232950007543,-17.273,-3.428,0.0,155.49
167.2633110000752,-17.273,-3.428,0.0,155.49
167.3665398999583,-17.273,-3.428,0.0,155.49
167.47160329995677,-17.273,-3.428,0.0,155.49
167.57558750011958,-17.273,-3.428,0.0,155.49
167.67861669999547,-17.273,-3.428,0.0,155.49
167.78358160005882,-17.273,-3.428,0.0,155.49
167.8882212000899,-17.273,-3.428,0.0,155.49
167.99216799996793,-17.273,-3.428,0.0,155.49
168.0952636001166,-17.273,-3.428,0.0,155.49
168.20350520010106,-17.273,-3.428,0.0,155.49
168.31500800000504,-17.273,-3.428,0.0,155.49
168.4193204001058,-17.273,-3.428,0.0,155.49
168.5213510999456,-17.273,-3.428,0.0,155.49
168.62386739999056,-17.273,-3.428,0.0,155.49
168.72692309995182,-17.273,-3.428,0.0,155.49
168.8283166999463,-17.273,-3.428,0.0,155.49
168.9328014999628,-17.273,-3.428,0.0,155.49
169.03559030010365,-17.273,-3.428,0.0,155.49
169.13731480017304,-17.273,-3.428,0.0,155.49
169.24154890002683,-17.273,-3.428,0.0,155.49
169.3436547999736,-17.273,-3.428,0.0,155.49
169.44496470014565,-17.273,-3.428,0.0,155.49
169.5461891000159,-17.273,-3.428,0.0,155.49
169.65166710014455,-17.273,-3.428,0.0,155.49
169.7626448001247,-17.273,-3.428,0.0,155.49
169.8636986000929,-17.273,-3.428,0.0,155.49
169.96790260006674,-17.273,-3.428,0.0,155.49
170.07873619999737,-17.273,-3.428,0.0,155.49
170.18058950011618,-17.273,-3.428,0.0,155.49
170.2819553001318,-17.273,-3.428,0.0,155.49
170.38457760005258,-17.273,-3.428,0.0,155.49
170.48637629998848,-17.273,-3.428,0.0,155.49
170.59246239997447,-17.273,-3.428,0.0,155.49
170.69478250015527,-17.273,-3.428,0.0,155.49
170.79731549997814,-17.273,-3.428,0.0,155.49
170.8986732000485,-17.273,-3.428,0.0,155.49
171.01195510011166,-17.273,-3.428,0.0,155.49
171.11434320011176,-17.273,-3.428,0.0,155.49
171.21782100014389,-17.273,-3.428,0.0,155.49
171.3236946000252,-17.273,-3.428,0.0,155.49
171.42641009995714,-17.273,-3.428,0.0,155.49
171.53379929997027,-17.273,-3.428,0.0,155.49
171.63690860010684,-17.273,-3.428,0.0,155.49
171.74108360009268,-17.273,-3.428,0.0,155.49
171.84270950010978,-17.273,-3.428,0.0,155.49
171.94418200012296,-17.273,-3.428,0.0,155.49
172.04570510005578,-17.273,-3.428,0.0,155.49
172.14722679997794,-17.273,-3.428,0.0,155.49
172.2511793000158,-17.273,-3.428,0.0,155.49
172.35377739998512,-17.273,-3.428,0.0,155.49
172.4577103999909,-17.273,-3.428,0.0,155.49
172.56207300000824,-17.273,-3.428,0.0,155.49
172.67069980013184,-17.273,-3.428,0.0,155.49
172.78676800010726,-17.273,-3.428,0.0,155.49
172.89633870008402,-17.273,-3.428,0.0,155.49
173.0081279000733,-17.273,-3.428,0.0,155.49
173.1163353000302,-17.273,-3.428,0.0,155.49
173.21889480017126,-17.273,-3.428,0.0,155.49
173.3210728999693,-17.273,-3.428,0.0,155.49
173.42380320001394,-17.273,-3.428,0.0,155.49
173.52497839997523,-17.273,-3.428,0.0,155.49
173.62964630010538,-17.273,-3.428,0.0,155.49
173.73245849995874,-17.273,-3.428,0.0,155.49
173.83879290008917,-17.273,-3.428,0.0,155.49
173.94423949997872,-17.273,-3.428,0.0,155.49
174.0461105001159,-17.273,-3.428,0.0,155.49
174.14771210006438,-17.273,-3.428,0.0,155.49
174.2491173001472,-17.273,-3.428,0.0,155.49
174.35043089999817,-17.273,-3.428,0.0,155.49
174.45840710005723,-17.273,-3.428,0.0,155.49
174.56431640009396,-17.273,-3.428,0.0,155.49
174.66536390013061,-17.273,-3.428,0.0,155.49
174.7679220000282,-17.273,-3.428,0.0,155.49
174.87590470002033,-17.273,-3.428,0.0,155.49
174.97959680017084,-17.273,-3.428,0.0,155.49
175.08105979999527,-17.273,-3.428,0.0,155.49
175.1937695001252,-17.273,-3.428,0.0,155.49
175.2953791001346,-17.273,-3.428,0.0,155.49
175.4064454000909,-17.273,-3.428,0.0,155.49
175.54173950012773,-17.273,-3.428,0.0,155.49
175.65389570011757,-17.273,-3.428,0.0,155.49
175.7552696999628,-17.273,-3.428,0.0,155.49
175.97337569994852,-17.273,-3.428,0.0,155.49
176.0797167001292,-17.273,-3.428,0.0,155.49
